b'F', time+P2EB1:R2, state, temperature, alt, ram_diff, bno_x, bno_y, bno_z, high_x, high_y, high_z, gyro_x, gyro_y, gyro_z, , , ,
b'F',1765386,2,4.56,2492.311279,2124614,-1.19,-0.01,0.03,-0.350621223,-0.298028052,0.525931835,-94.9375,-0.6875,0.125,2.3,1,3.1,3.6
b'F',1765426,2,4.56,2495.312012,2124614,-1.17,-0.17,0.11,-0.701242447,0.052593186,0.596056104,-94.75,-0.4375,-0.0625,2.3,1,3.1,3.6
b'F',1765459,2,4.56,2496.774658,2124614,-1.21,-0.19,0.07,-0.859022021,0,0.368152291,-94.625,-0.1875,-0.3125,2.3,1,3.1,3.6
b'F',1765490,2,4.56,2498.916504,2094571.125,-1.19,-0.11,0.05,-0.876553059,-0.070124246,-0.192841679,-94.5,0.0625,-0.4375,2.5,1.3,3.1,3.6
b'F',1765529,2,4.56,2501.148193,2094571.125,-1.15,-0.09,0.03,-1.034332633,0.157779559,-0.210372746,-94.5,0.125,-0.625,2.3,1,3.1,3.6
b'F',1765563,2,4.56,2503.27124,2094571.125,-1.15,-0.17,0.03,-0.473338664,0.175310612,0.298028052,-94.625,0.375,-0.875,2.3,1,3.1,3.6
b'F',1765591,2,4.56,2504.729248,2063042.125,-1.17,-0.03,0.03,-0.368152291,0.035062123,0.385683358,-94.5,0.625,-1,2.5,1.3,3.1,3.6
b'F',1765629,2,4.56,2506.960693,2063042.125,-1.17,-0.11,0.07,-0.841490984,0.175310612,0.560993969,-94.1875,0.9375,-1.1875,2.5,1.3,3.1,3.6
b'F',1765658,2,4.56,2509.107422,2063042.125,-1.17,-0.13,0,-0.894084156,0.122717433,0.771366715,-94.125,1.125,-1.3125,2.3,1,3.1,3.6
b'F',1765687,2,4.56,2510.655029,2030660.125,-1.15,-0.17,0.09,-0.771366715,0.648649275,0.508400798,-93.875,1.25,-1.625,2.3,1,3.1,3.6
b'F',1765725,2,4.56,2512.891357,2030660.125,-1.17,-0.24,0.03,-0.508400798,0.157779559,0.298028052,-93.5625,1.625,-1.5625,2.5,1.3,3.1,3.6
b'F',1765757,2,4.54,2515.269287,2030660.125,-1.15,-0.19,0.07,-0.490869731,0.087655306,0.157779559,-93.5,1.8125,-1.75,2.5,1.3,3.1,3.6
b'F',1765790,2,4.54,2517.505615,2002777.125,-1.14,-0.22,0.03,-0.68371141,0.052593186,1.05186367,-93.375,2.125,-1.8125,2.3,1,3.1,3.6
b'F',1765831,2,4.54,2519.741943,2002777.125,-1.14,-0.09,0.17,-0.859022021,0.157779559,0.823959887,-92.9375,2.4375,-1.6875,2.3,1,3.1,3.6
b'F',1765862,2,4.54,2521.893311,1981232.125,-1.12,-0.07,0.17,-0.771366715,0.175310612,0.894084156,-92.625,2.8125,-1.8125,2.5,1.3,3.1,3.6
b'S',32,55,51.96968079,78,106,54,16.89125061,87,69.8,133.56,1.49,4.53,b'GLL',88.16918945,1765504,386,,
b'F',1765903,2,4.54,2524.016357,1981232.125,-1.14,-0.21,0.24,-0.92914629,-0.017531062,1.086925864,-92.3125,3.5625,-1.6875,2.3,1,3.1,3.6
b'F',1765939,2,4.54,2526.083008,1981232.125,-1.12,-0.13,0.07,-1.349891782,-0.298028052,0.68371141,-92.0625,3.875,-1.5625,2.3,1,3.1,3.6
b'S',32,55,51.96968079,78,106,54,16.89125061,87,69.8,133.56,1.49,4.53,b'VNC',88.16918945,1765504,464,,
b'F',1765973,2,4.54,2528.149414,1954732.125,-1.1,-0.13,0.13,-1.069394708,-0.087655306,0.841490984,-91.75,4.125,-1.6875,2.5,1,3.1,3.6
b'F',1766018,2,4.54,2530.904785,1954732.125,-1.1,-0.11,0.15,-0.788897753,0.087655306,0.68371141,-91.1875,4.5625,-1.375,2.5,1.3,3.1,3.6
b'S',32,55,51.96968079,78,106,54,16.89125061,87,69.8,133.56,99.99,4.53,b'GGA',88.16918945,1765504,543,,
b'F',1766053,2,4.54,2532.282471,1923052.125,-1.12,-0.26,0.11,-0.92914629,0.140248492,0.525931835,-91,4.875,-1.3125,2.3,1,3.1,3.6
b'F',1766092,2,4.54,2535.037598,1923052.125,-1.1,-0.01,0.07,-0.788897753,-0.035062123,0.070124246,-90.625,5.25,-1.375,2.3,1,3.1,3.6
b'F',1766135,2,4.54,2537.019287,1923052.125,-1.1,-0.11,0,-0.788897753,-0.298028052,0.298028052,-90.5,5.5625,-1.0625,2.5,1.3,3.1,3.6
b'F',1766170,2,4.54,2539.000732,1891101.125,-1.1,-0.13,-0.07,-0.92914629,-0.017531062,0.368152291,-90.4375,5.625,-0.8125,2.3,1,3.1,3.6
b'F',1766205,2,4.54,2540.897461,1891101.125,-1.08,0.09,-0.07,-1.034332633,0.140248492,0.455807596,-90.5,5.6875,-0.6875,2.3,1,3.1,3.6
b'F',1766248,2,4.54,2542.794189,1863968.125,-1.1,0.03,-0.05,-1.121987939,0.087655306,0,-90.6875,5.75,-0.75,2.5,1.3,3.1,3.6
b'F',1766282,2,4.54,2544.690674,1863968.125,-1.08,-0.01,0,-1.227174282,-0.070124246,-0.087655306,-90.9375,5.875,-0.6875,2.5,1.3,3.1,3.6
b'F',1766316,2,4.54,2546.587402,1863968.125,-1.08,0,-0.05,-1.05186367,0.105186373,-0.227903798,-91.3125,6.125,-0.875,2.3,1,3.1,3.6
b'F',1766357,2,4.54,2548.39917,1843888.125,-1.08,0.01,-0.01,-0.771366715,0.280496985,0.508400798,-91.75,6.1875,-1.0625,2.3,1,3.1,3.6
b'F',1766389,2,4.54,2550.210693,1843888.125,-1.1,0.01,0.05,-0.596056104,0.262965918,0.508400798,-91.8125,6.125,-1.1875,2.5,1.3,3.1,3.6
b'F',1766423,2,4.54,2552.107422,1843888.125,-1.04,-0.01,0.03,-0.455807596,0.157779559,0.368152291,-91.9375,6.375,-1.375,2.3,1,3.1,3.6
b'F',1766460,2,4.54,2554.06543,1822166.125,-1.06,0.01,0.09,-0.666180313,0.280496985,0.245434865,-92.0625,6.5,-1.5,2.3,1,3.1,3.6
b'S',32,55,51.96968079,78,106,54,16.89125061,87,69.8,133.56,99.99,4.53,b'GGA',88.16918945,1765504,985,,
b'F',1766491,2,4.54,2555.966797,1822166.125,-1.06,-0.07,0,-0.508400798,-0.140248492,-0.105186373,-91.9375,6.625,-1.4375,2.3,1,3.1,3.6
b'F',1766532,2,4.54,2558.037842,1798164.125,-1.06,-0.05,0.03,-0.648649275,-0.368152291,0.035062123,-91.8125,7,-1.3125,2.5,1.3,3.1,3.6
b'F',1766561,2,4.54,2559.24585,1798164.125,-1.08,-0.11,0.03,-0.718773544,-0.368152291,0,-91.5625,7.0625,-1.25,2.3,1,3.1,3.6
b'F',1766590,2,4.54,2561.147217,1798164.125,-1.04,-0.15,0.07,-0.788897753,-0.122717433,-0.035062123,-91.3125,7.25,-1.125,2.3,1,3.1,3.6
b'F',1766627,2,4.54,2563.048584,1798164.125,-1.02,-0.17,0.01,-0.631118238,-0.017531062,0.262965918,-90.8125,7.25,-0.9375,2.3,1,3.1,3.6
b'F',1766655,2,4.54,2564.402588,1772747.125,-1.04,-0.15,0.03,-0.701242447,0.157779559,0.648649275,-90.625,7.5625,-0.6875,2.5,1.3,3.1,3.6
b'F',1766686,2,4.54,2566.129395,1772747.125,-1.04,-0.24,0.01,-0.859022021,0.087655306,0.701242447,-90.4375,7.875,-0.4375,2.3,1,3.1,3.6
b'F',1766724,2,4.54,2567.945801,1745113.125,-1.04,-0.24,0.03,-0.596056104,0.017531062,0.666180313,-90.1875,7.875,-0.125,2.3,1,3.1,3.6
b'F',1766754,2,4.54,2569.158203,1745113.125,-1.08,-0.28,0.03,-0.543462932,-0.420745492,0.455807596,-89.625,7.875,0.5,2.5,1.3,3.1,3.6
b'F',1766784,2,4.54,2570.969971,1745113.125,-1.04,-0.28,0.09,-0.455807596,-0.525931835,0.438276529,-89.4375,7.875,0.8125,2.5,1.3,3.1,3.6
b'F',1766826,2,4.54,2572.786377,1719477.125,-1.04,-0.34,0.01,-0.543462932,-0.105186373,0.543462932,-88.9375,7.9375,1.4375,2.3,1,3.1,3.6
b'F',1766861,2,4.54,2574.602783,1719477.125,-1.02,-0.3,0,-0.68371141,-0.105186373,0.455807596,-88.5,7.875,2.1875,2.3,1,3.1,3.6
b'F',1766895,2,4.54,2576.334473,1719477.125,-1.02,-0.36,0.01,-0.80642885,-0.245434865,0.701242447,-87.9375,7.8125,2.5,2.5,1.3,3.1,3.6
b'F',1766942,2,4.54,2578.669922,1695919.125,-1.04,-0.32,0.01,-0.420745492,-0.192841679,0.385683358,-87.5625,7.9375,3.4375,2.3,1,3.1,3.6
b'F',1766973,2,4.54,2579.792725,1695919.125,-1.04,-0.32,0.05,-0.438276529,-0.245434865,0.490869731,-87.1875,7.625,3.625,2.3,1,3.1,3.6
b'F',1767008,2,4.54,2581.52417,1695919.125,-0.98,-0.3,0.01,-0.473338664,-0.157779559,0.718773544,-87,7.5,4,2.3,1,3.1,3.6
b'F',1767050,2,4.54,2583.774658,1672070.125,-1,-0.3,0,-0.613587141,-0.280496985,0.438276529,-86.5625,7.1875,4.5625,2.5,1.3,3.1,3.6
b'F',1767084,2,4.54,2584.902344,1672070.125,-1,-0.3,0.03,-0.560993969,-0.298028052,0.385683358,-86.0625,7.1875,5.0625,2.3,1,3.1,3.6
b'F',1767120,2,4.54,2586.544189,1647705.125,-1,-0.28,0.01,-0.525931835,-0.245434865,0.262965918,-85.875,6.875,5.5625,2.3,1,3.1,3.6
b'F',1767163,2,4.54,2588.709717,1647705.125,-1,-0.24,-0.01,-0.753835618,-0.245434865,0.455807596,-85.1875,6.4375,6,2.5,1.3,3.1,3.6
b'F',1767199,2,4.54,2590.271484,1647705.125,-0.96,-0.26,0.01,-0.701242447,-0.227903798,-0.105186373,-85,6.4375,6.0625,2.3,1,3.1,3.6
b'F',1767233,2,4.54,2591.828369,1623502.125,-1,-0.26,0.01,-0.701242447,-0.262965918,0.648649275,-84.5,6.1875,6.5625,2.3,1,3.1,3.6
b'F',1767276,2,4.52,2593.446533,1623502.125,-0.96,-0.21,0.09,-0.894084156,0,0.736304581,-84,5.9375,6.9375,2.3,1,3.1,3.6
b'F',1767310,2,4.52,2594.918701,1600489.125,-1,-0.21,0.05,-0.999270499,0.140248492,0.543462932,-83.6875,5.8125,7.0625,2.5,1.3,3.1,3.6
b'F',1767353,2,4.52,2597.003906,1600489.125,-0.94,-0.19,0.05,-0.596056104,0.122717433,0.245434865,-83.125,5.75,7.5,2.3,1,3.1,3.6
b'F',1767385,2,4.52,2598.041992,1600489.125,-0.96,-0.19,0.07,-0.771366715,-0.087655306,0.315559119,-83,5.3125,7.5625,2.3,1,3.1,3.6
b'F',1767418,2,4.52,2599.513916,1578392.125,-0.98,-0.24,0.05,-0.68371141,-0.052593186,0.087655306,-82.75,5.4375,7.5625,2.5,1.3,3.1,3.6
b'F',1767460,2,4.52,2601.075684,1578392.125,-0.96,-0.21,0.05,-0.736304581,0.052593186,0.771366715,-82.25,5.1875,7.9375,2.3,1,3.1,3.6
b'F',1767490,2,4.52,2602.637207,1578392.125,-0.98,-0.22,0.07,-0.771366715,0.157779559,0.631118238,-81.875,5.0625,8,2.3,1,3.1,3.6
b'F',1767524,2,4.52,2604.283936,1557113.125,-0.94,-0.22,0.11,-0.543462932,0.052593186,0.333090156,-81.5625,5,8.1875,2.3,1,3.1,3.6
b'F',1767561,2,4.52,2605.845459,1557113.125,-0.96,-0.21,0.05,-0.508400798,0.035062123,0.438276529,-81.25,4.875,8.125,2.5,1.3,3.1,3.6
b'F',1767591,2,4.52,2606.949463,1557113.125,-0.92,-0.21,0.15,-0.525931835,0.175310612,0.420745492,-80.8125,4.75,8.3125,2.3,1,3.1,3.6
b'F',1767619,2,4.52,2608.36499,1536070.125,-0.96,-0.13,0.09,-0.631118238,0.105186373,0.385683358,-80.625,4.75,8.4375,2.3,1,3.1,3.6
b'F',1767658,2,4.52,2609.898193,1536070.125,-0.92,-0.19,0.11,-0.473338664,-0.035062123,0.280496985,-80.25,4.6875,8.6875,2.5,1.3,3.1,3.6
b'F',1767688,2,4.52,2610.940918,1514458.125,-0.92,-0.22,0.09,-0.385683358,0,0.701242447,-79.75,4.5,8.6875,2.5,1.3,3.1,3.6
b'F',1767723,2,4.52,2612.328125,1514458.125,-0.91,-0.24,0.13,-0.525931835,-0.035062123,0.666180313,-79.4375,4.375,8.75,2.3,1,3.1,3.6
b'F',1767765,2,4.52,2614.328613,1514458.125,-0.91,-0.21,0.05,-0.578525007,-0.175310612,0.736304581,-79,4.25,8.9375,2.3,1,3.1,3.6
b'F',1767799,2,4.52,2615.281494,1494428.125,-0.89,-0.26,0.11,-0.438276529,-0.333090156,0.736304581,-78.8125,4,9.0625,2.5,1.3,3.1,3.6
b'F',1767872,2,4.52,2618.060547,1494428.125,-0.89,-0.22,0.05,-0.823959887,-0.280496985,0.227903798,-78.125,3.6875,9.25,2.3,1,3.1,3.6
b'F',1767910,2,4.52,2619.362549,1475042.125,-0.89,-0.21,0.03,-0.718773544,-0.245434865,0.350621223,-78.0625,3.5,9.3125,2.3,1,3.1,3.6
b'F',1767944,2,4.52,2620.669434,1475042.125,-0.89,-0.28,0.03,-0.543462932,-0.070124246,0.298028052,-77.6875,3.25,9.5,2.3,1,3.1,3.6
b'F',1767977,2,4.52,2622.636963,1454629.125,-0.91,-0.22,0.05,-0.298028052,0.210372746,0.070124246,-77.4375,3.125,9.3125,2.5,1.3,3.1,3.6
b'F',1768018,2,4.52,2624.028809,1454629.125,-0.87,-0.24,0.03,-0.122717433,0.245434865,-0.140248492,-77.375,2.6875,9.5,2.3,1,3.1,3.6
b'F',1768054,2,4.52,2624.901611,1454629.125,-0.87,-0.19,-0.03,-0.578525007,0.070124246,-0.140248492,-77.125,2.3125,9.25,2.3,1,3.1,3.6
b'F',1768097,2,4.52,2626.637695,1435875.125,-0.85,-0.19,0.01,-0.385683358,-0.017531062,0.350621223,-76.875,1.9375,9.375,2.5,1.3,3.1,3.6
b'F',1768132,2,4.52,2627.939941,1435875.125,-0.89,-0.15,-0.01,-0.999270499,-0.087655306,-0.035062123,-76.8125,1.625,9.4375,2.3,1,3.1,3.6
b'F',1768167,2,4.52,2629.157227,1435875.125,-0.85,-0.15,0,-0.859022021,0.052593186,0.122717433,-76.6875,1.1875,9.25,2.3,1,3.1,3.6
b'F',1768210,2,4.52,2630.464111,1417748.125,-0.87,-0.15,-0.01,-0.631118238,0.052593186,-0.070124246,-76.625,1,9,2.3,1,3.1,3.6
b'F',1768245,2,4.52,2631.742676,1417748.125,-0.87,-0.11,0,-0.508400798,0,0.035062123,-76.4375,0.5,9.0625,2.5,1.3,3.1,3.6
b'F',1768278,2,4.52,2632.875,1398141.125,-0.85,-0.15,0,-0.718773544,0.070124246,0.122717433,-76.3125,0.1875,8.8125,2.3,1,3.1,3.6
b'F',1768319,2,4.52,2634.002686,1398141.125,-0.85,-0.11,-0.03,-0.473338664,0.157779559,0.087655306,-76.25,-0.3125,8.5,2.3,1,3.1,3.6
b'F',1768352,2,4.52,2635.219971,1398141.125,-0.87,-0.13,-0.05,-0.403214425,-0.087655306,0.315559119,-76.3125,-0.4375,8.4375,2.5,1.3,3.1,3.6
b'F',1768384,2,4.52,2636.441895,1379498.125,-0.82,-0.11,-0.03,-0.333090156,-0.122717433,0.666180313,-76.25,-0.875,8.375,2.3,1,3.1,3.6
b'F',1768422,2,4.52,2637.65918,1379498.125,-0.85,-0.15,-0.05,-0.298028052,-0.227903798,0.175310612,-76.3125,-1.1875,8.0625,2.3,1,3.1,3.6
b'F',1768457,2,4.52,2638.79126,1379498.125,-0.85,-0.17,-0.05,-0.753835618,-0.280496985,-0.298028052,-76.25,-1.4375,7.75,2.3,1,3.1,3.6
b'F',1768485,2,4.52,2639.574463,1362310.125,-0.85,-0.21,-0.03,-0.666180313,-0.122717433,-0.262965918,-76.1875,-1.75,7.625,2.5,1.3,3.1,3.6
b'F',1768523,2,4.52,2640.617188,1362310.125,-0.82,-0.17,-0.07,-0.613587141,0.017531062,-0.245434865,-76.125,-2.125,7.25,2.3,1,3.1,3.6
b'F',1768551,2,4.52,2641.400391,1362310.125,-0.85,-0.19,-0.01,-0.876553059,0.140248492,0.736304581,-76.1875,-2.25,7,2.3,1,3.1,3.6
b'F',1768580,2,4.5,2642.593994,1344816.125,-0.82,-0.19,-0.05,-0.701242447,0.105186373,0.543462932,-76.3125,-2.3125,6.75,2.4,1,3.1,3.6
b'F',1768620,2,4.5,2643.811279,1344816.125,-0.82,-0.21,-0.01,-0.788897753,0.192841679,0.262965918,-76.125,-2.75,6.6875,2.5,1.3,3.1,3.6
b'F',1768650,2,4.5,2644.858643,1328503.125,-0.82,-0.21,-0.03,-0.543462932,0.087655306,0.80642885,-76.1875,-2.9375,6.5625,2.3,1,3.1,3.6
b'F',1768689,2,4.5,2645.990967,1328503.125,-0.8,-0.19,-0.05,-0.455807596,0.122717433,0.578525007,-76.1875,-3.1875,6.3125,2.3,1,3.1,3.6
b'F',1768719,2,4.5,2646.689209,1328503.125,-0.82,-0.21,-0.09,-0.350621223,0.070124246,0.438276529,-76.1875,-3.625,5.9375,2.5,1.3,3.1,3.6
b'F',1768748,2,4.5,2647.906494,1314727.125,-0.8,-0.21,0,-0.385683358,0.017531062,0.403214425,-76.1875,-3.5,5.9375,2.5,1.3,3.1,3.6
b'F',1768786,2,4.5,2648.953857,1314727.125,-0.8,-0.17,-0.09,-0.596056104,0.140248492,-0.087655306,-76.1875,-3.625,5.6875,2.3,1,3.1,3.6
b'F',1768819,2,4.5,2649.737061,1314727.125,-0.8,-0.17,-0.07,-0.508400798,0.017531062,0.157779559,-76.375,-4.0625,5.375,2.3,1,3.1,3.6
b'F',1768852,2,4.5,2650.869385,1301135.125,-0.82,-0.19,-0.03,-0.666180313,-0.052593186,0.490869731,-76.4375,-4,5.3125,2.5,1.3,3.1,3.6
b'F',1768895,2,4.5,2652.266113,1301135.125,-0.8,-0.21,-0.03,-0.350621223,-0.140248492,0.508400798,-76.5,-4.4375,4.875,2.3,1,3.1,3.6
b'F',1768933,2,4.5,2653.313477,1301135.125,-0.8,-0.22,-0.05,-0.105186373,-0.017531062,0.122717433,-76.6875,-4.5,4.5625,2.3,1,3.1,3.6
b'F',1768965,2,4.5,2654.006836,1288476.125,-0.8,-0.17,-0.07,-0.368152291,-0.140248492,-0.087655306,-76.6875,-4.5625,4.3125,2.3,1,3.1,3.6
b'F',1769007,2,4.5,2655.403564,1288476.125,-0.76,-0.15,-0.03,-0.596056104,0.368152291,0.157779559,-76.8125,-4.75,3.9375,2.5,1.3,3.1,3.6
b'F',1769041,2,4.5,2656.361328,1275462.125,-0.78,-0.17,-0.05,-0.438276529,0.035062123,0.666180313,-76.8125,-4.9375,3.5625,2.3,1,3.1,3.6
b'F',1769075,2,4.5,2657.408691,1275462.125,-0.78,-0.17,-0.01,-0.560993969,0.105186373,0.262965918,-76.875,-4.9375,3.3125,2.3,1,3.1,3.6
b'F',1769117,2,4.5,2658.371094,1275462.125,-0.76,-0.15,-0.01,-0.753835618,-0.070124246,0.210372746,-76.9375,-5.1875,2.875,2.5,1.3,3.1,3.6
b'F',1769152,2,4.5,2659.239258,1262199.125,-0.76,-0.17,-0.03,-0.68371141,0.035062123,0.385683358,-77,-5.25,2.5625,2.3,1,3.1,3.6
b'F',1769187,2,4.5,2660.17334,1262199.125,-0.76,-0.17,-0.01,-0.718773544,0.052593186,0.122717433,-77.1875,-5.125,2.25,2.3,1,3.1,3.6
b'F',1769230,2,4.5,2661.051025,1248820.125,-0.72,-0.19,-0.01,-0.631118238,-0.087655306,0.017531062,-77.375,-5.3125,1.6875,2.3,1,3.1,3.6
b'F',1769265,2,4.5,2662.008789,1248820.125,-0.76,-0.15,0,-0.157779559,0.578525007,0.175310612,-77.375,-5.25,1.375,2.5,1.3,3.1,3.6
b'F',1769300,2,4.5,2663.056152,1248820.125,-0.74,-0.15,-0.05,-0.438276529,0.227903798,0.315559119,-77.4375,-5.25,1.1875,2.3,1,3.1,3.6
b'F',1769343,2,4.5,2663.928955,1236018.125,-0.76,-0.11,-0.01,-0.543462932,0.368152291,0.596056104,-77.25,-5.0625,0.8125,2.3,1,3.1,3.6
b'F',1769375,2,4.5,2664.537598,1236018.125,-0.74,-0.19,0,-0.596056104,0.087655306,0.262965918,-77.1875,-4.875,0.5,2.5,1.3,3.1,3.6
b'F',1769416,2,4.5,2665.674561,1236018.125,-0.76,-0.17,-0.01,-0.473338664,0.192841679,0.596056104,-77.125,-5.0625,-0.0625,2.3,1,3.1,3.6
b'F',1769449,2,4.5,2666.198242,1222492.125,-0.74,-0.17,0,-0.508400798,0.262965918,0.473338664,-77.0625,-4.875,-0.125,2.3,1,3.1,3.6
b'F',1769480,2,4.5,2667.071045,1222492.125,-0.72,-0.15,-0.07,-0.420745492,0.052593186,0.578525007,-77,-4.875,-0.4375,2.3,1,3.1,3.6
b'F',1769522,2,4.5,2667.943848,1210460.125,-0.74,-0.17,-0.05,-0.473338664,0.157779559,0.525931835,-76.9375,-4.3125,-0.6875,2.5,1.3,3.1,3.6
b'F',1769552,2,4.5,2668.816895,1210460.125,-0.76,-0.15,0,-0.525931835,0.122717433,0.438276529,-76.6875,-4.3125,-0.875,2.3,1,3.1,3.6
b'F',1769582,2,4.5,2669.340576,1210460.125,-0.74,-0.17,0,-0.298028052,-0.68371141,0.368152291,-76.75,-4.25,-1.0625,2.3,1,3.1,3.6
b'F',1769618,2,4.5,2670.128418,1199881.125,-0.74,-0.15,-0.05,-0.403214425,-0.105186373,0.245434865,-76.75,-4.1875,-1.5,2.5,1.3,3.1,3.6
b'F',1769648,2,4.5,2670.82666,1199881.125,-0.72,-0.21,-0.03,-0.560993969,0.070124246,0.140248492,-76.625,-3.875,-1.625,2.5,1.3,3.1,3.6
b'F',1769677,2,4.5,2671.350342,1199881.125,-0.74,-0.17,-0.05,-0.543462932,0.017531062,-0.438276529,-76.6875,-3.625,-1.8125,2.3,1,3.1,3.6
b'F',1769714,2,4.5,2672.048584,1190376.125,-0.74,-0.21,0,-0.473338664,-0.070124246,-0.175310612,-76.625,-3.4375,-2.125,2.3,1,3.1,3.6
b'F',1769743,2,4.5,2672.836426,1190376.125,-0.72,-0.17,-0.03,-0.508400798,-0.105186373,0.788897753,-76.5,-3.3125,-2.25,2.4,1,3.1,3.6
b'F',1769772,2,4.5,2673.360107,1190376.125,-0.74,-0.17,0,-0.350621223,0.017531062,0.788897753,-76.3125,-3.0625,-2.25,2.5,1.3,3.1,3.6
b'F',1769810,2,4.5,2674.058594,1180457.125,-0.74,-0.17,-0.03,-0.859022021,0.298028052,0.403214425,-76.1875,-3,-2.625,2.3,1,3.1,3.6
b'F',1769841,2,4.5,2674.756836,1180457.125,-0.7,-0.13,-0.03,-0.736304581,0.070124246,0.227903798,-76.25,-2.625,-2.75,2.3,1,3.1,3.6
b'F',1769870,2,4.5,2675.195557,1180457.125,-0.76,-0.17,-0.03,-0.543462932,-0.070124246,0.035062123,-76.4375,-2.5,-2.75,2.5,1.3,3.1,3.6
b'F',1769912,2,4.5,2675.893799,1171122.125,-0.7,-0.11,-0.01,-0.368152291,0.052593186,0.262965918,-76.0625,-2.25,-3.125,2.5,1.3,3.1,3.6
b'F',1769946,2,4.5,2676.592041,1171122.125,-0.74,-0.13,-0.01,-0.245434865,-0.262965918,0.035062123,-75.875,-1.9375,-3.25,2.3,1,3.1,3.6
b'F',1769979,2,4.5,2677.290283,1171122.125,-0.72,-0.11,0,-0.227903798,-0.262965918,0.157779559,-75.8125,-1.8125,-3.5,2.3,1,3.1,3.6
b'F',1770021,2,4.5,2678.163086,1161774.125,-0.72,-0.05,0.01,-0.157779559,-0.122717433,0.070124246,-75.75,-1.375,-3.625,2.5,1.3,3.1,3.6
b'F',1770059,2,4.5,2678.776611,1161774.125,-0.7,-0.05,0,-0.087655306,0.140248492,0,-75.625,-1,-3.8125,2.3,1,3.1,3.6
b'F',1770089,2,4.5,2679.389893,1151941.125,-0.74,-0.13,0.01,-0.560993969,0.333090156,0,-75.6875,-0.625,-3.8125,2.3,1,3.1,3.6
b'F',1770136,2,4.5,2679.998535,1151941.125,-0.7,-0.09,0,-0.876553059,0.122717433,0.175310612,-75.4375,-0.125,-4.25,2.3,1,3.1,3.6
b'F',1770169,2,4.5,2680.526855,1151941.125,-0.7,-0.09,-0.01,-0.859022021,0.087655306,0.245434865,-75.375,0.3125,-4.5,2.5,1.3,3.1,3.6
b'F',1770213,2,4.5,2681.135498,1143508.125,-0.72,-0.11,0.01,-0.718773544,0.210372746,0.192841679,-75.3125,0.5625,-4.75,2.3,1,3.1,3.6
b'F',1770248,2,4.5,2681.663818,1143508.125,-0.68,-0.09,0.01,-0.560993969,0.157779559,0.525931835,-75.125,0.875,-4.625,2.3,1,3.1,3.6
b'F',1770283,2,4.5,2682.1875,1143508.125,-0.7,-0.11,-0.01,-0.455807596,0.508400798,0.262965918,-75,1.25,-4.75,2.5,1.3,3.1,3.6
b'F',1770325,2,4.5,2682.975586,1135363.125,-0.7,-0.05,0,-0.333090156,0.210372746,0.298028052,-75,1.625,-4.8125,2.3,1,3.1,3.6
b'F',1770360,2,4.5,2683.409668,1135363.125,-0.7,-0.11,0.01,-0.175310612,0.227903798,0.508400798,-74.875,2.1875,-4.9375,2.3,1,3.1,3.6
b'F',1770395,2,4.5,2683.758789,1128067.125,-0.7,-0.07,-0.01,-0.543462932,0.245434865,0.473338664,-74.6875,2.3125,-5.125,2.3,1,3.1,3.6
b'F',1770436,2,4.5,2684.310791,1128067.125,-0.68,-0.09,0.05,-0.508400798,0.087655306,0.192841679,-74.75,2.9375,-5.3125,2.5,1.3,3.1,3.6
b'F',1770467,2,4.5,2684.659912,1128067.125,-0.72,-0.11,0,-0.350621223,0.017531062,0.192841679,-74.4375,3.25,-5.125,2.3,1,3.1,3.6
b'F',1770500,2,4.5,2685.098633,1120914.125,-0.72,-0.11,0.01,-0.280496985,-0.017531062,0.403214425,-74.3125,3.625,-5.125,2.3,1,3.1,3.6
b'F',1770540,2,4.5,2685.598633,1120914.125,-0.7,-0.09,0,-0.420745492,-0.052593186,0.192841679,-74.1875,4.125,-5.125,2.5,1.3,3.1,3.6
b'F',1770570,2,4.5,2686.037598,1120914.125,-0.72,-0.07,0.01,-0.350621223,0.192841679,0.753835618,-73.8125,4.25,-5.125,2.3,1,3.1,3.6
b'F',1770599,2,4.5,2686.297119,1114343.125,-0.7,-0.07,-0.03,-0.333090156,0.245434865,0.578525007,-73.9375,4.75,-4.9375,2.3,1,3.1,3.6
b'F',1770640,2,4.5,2686.9104,1114343.125,-0.68,-0.13,0.01,-0.262965918,0.245434865,0.508400798,-73.9375,5.375,-4.875,2.3,1,3.1,3.6
b'F',1770670,2,4.5,2687.169922,1114343.125,-0.68,-0.11,0.01,-0.385683358,0.052593186,0.525931835,-73.6875,5.375,-4.6875,2.5,1.3,3.1,3.6
b'F',1770700,2,4.5,2687.523682,1108203.125,-0.7,-0.09,-0.01,-0.438276529,-0.105186373,0.613587141,-73.5,5.8125,-4.6875,2.3,1,3.1,3.6
b'F',1770738,2,4.5,2687.957764,1108203.125,-0.68,-0.11,0.01,-0.438276529,-0.105186373,0.578525007,-73.5,5.9375,-4.375,2.3,1,3.1,3.6
b'F',1770800,2,4.5,2688.571045,1102336.125,-0.68,-0.09,0.01,-0.473338664,-0.105186373,0.648649275,-73.1875,6.375,-4.0625,2.5,1.3,3.1,3.6
b'F',1770839,2,4.5,2689.009766,1102336.125,-0.7,-0.09,-0.01,-0.333090156,0.017531062,0.455807596,-73.0625,6.875,-4.1875,2.3,1,3.1,3.6
